School,City,State,Zip,Lat,Lon,Region,Locale,2yr/4yr,Online only?,School size (students),Pubic or Private
Southern Connecticut State University,New Haven,CT,06515-1355,41.333225,-72.947897,1,12.0,1,0.0,7890.0,1
Stone Academy-West Haven,West Haven,CT,06516,41.267503,-72.976966,1,21.0,2,0.0,544.0,3
Trinity College,Hartford,CT,06106-3100,41.747451,-72.690882,1,12.0,1,0.0,2162.0,2
Edward Waters College,Jacksonville,FL,32209,30.34479,-81.684879,5,11.0,1,0.0,968.0,2
Dawn Career Institute LLC,Newark,DE,19702,39.668605,-75.677768,2,21.0,3,0.0,128.0,3
Georgetown University,Washington,DC,20057-0001,38.908809,-77.073463,2,11.0,1,0.0,7089.0,2
Hobe Sound Bible College,Hobe Sound,FL,33455-1065,27.066304,-80.13184,5,21.0,1,0.0,220.0,2
Concorde Career Institute-Tampa,Tampa,FL,33607-4127,27.959148,-82.514341,5,11.0,2,0.0,488.0,3
Trinity International University-Florida,Miami,FL,33186,25.68307,-80.417646,5,21.0,1,0.0,143.0,2
University of Miami,Coral Gables,FL,33146,25.72126,-80.278662,5,21.0,1,0.0,10873.0,2
The College of the Florida Keys,Key West,FL,33040,24.582748,-81.74446,5,33.0,1,0.0,818.0,1
Polk State College,Winter Haven,FL,33881-4299,28.032411,-81.711873,5,13.0,1,0.0,8287.0,1
Florida Gateway College,Lake City,FL,32025-2007,30.175298,-82.5679,5,32.0,1,0.0,2460.0,1
Lively Technical College,Tallahassee,FL,32304-2895,30.448534,-84.339057,5,12.0,3,0.0,680.0,1
Agnes Scott College,Decatur,GA,30030-3770,33.769268,-84.295459,5,21.0,1,0.0,966.0,2
Brenau University,Gainesville,GA,30501-3668,34.303117,-83.821513,5,13.0,1,0.0,1688.0,2
Big Bend Technical College,Perry,FL,32348,30.077954,-83.565783,5,41.0,3,0.0,150.0,1
College of Coastal Georgia,Brunswick,GA,31520-3644,31.182745,-81.485973,5,13.0,1,0.0,3129.0,1
Suncoast Technical College,Sarasota,FL,34233-1798,27.285486,-82.500827,5,21.0,2,0.0,388.0,1
Albany State University,Albany,GA,31705,31.56928,-84.141825,5,13.0,1,0.0,5545.0,1
Seminole State College of Florida,Sanford,FL,32773-6199,28.745482,-81.308003,5,13.0,1,0.0,15890.0,1
The Art Institute of Atlanta,Atlanta,GA,30328-1635,33.936024,-84.355252,5,12.0,1,0.0,1246.0,3
Columbus State University,Columbus,GA,31907-5645,32.50096,-84.94106,5,12.0,1,0.0,6266.0,1
Atlanta Technical College,Atlanta,GA,30310-4446,33.712009,-84.404995,5,11.0,2,0.0,3325.0,1
Webber International University,Babson Park,FL,33827-0096,27.838778,-81.532315,5,31.0,1,0.0,613.0,2
Dalton State College,Dalton,GA,30720-3797,34.774221,-85.002775,5,13.0,1,0.0,4715.0,1
St. Thomas University,Miami Gardens,FL,33054-6459,25.922071,-80.253273,5,21.0,1,0.0,986.0,2
William T McFatter Technical College,Davie,FL,33317,26.085022,-80.232201,5,21.0,2,0.0,750.0,1
Emmanuel College,Franklin Springs,GA,30639,34.283641,-83.14822,5,32.0,1,0.0,788.0,2
Tallahassee Community College,Tallahassee,FL,32304-2895,30.443866,-84.339,5,12.0,1,0.0,10711.0,1
Georgia Highlands College,Rome,GA,30161-3897,34.169791,-85.207356,5,41.0,1,0.0,5721.0,1
Fort Valley State University,Fort Valley,GA,31030-4313,32.537595,-83.89537,5,31.0,1,0.0,2337.0,1
Grady Health System Professional Schools,Atlanta,GA,30303-3050,33.751852,-84.381561,5,11.0,2,0.0,59.0,1
Herzing University-Atlanta,Atlanta,GA,30303,33.754218,-84.387251,5,11.0,1,0.0,694.0,2
Savannah State University,Savannah,GA,31404-5310,32.024781,-81.063377,5,12.0,1,0.0,3742.0,1
Honolulu Community College,Honolulu,HI,96817-4505,21.321785,-157.87,8,11.0,2,0.0,2690.0,1
Morehouse College,Atlanta,GA,30314,33.745982,-84.414917,5,11.0,1,0.0,2205.0,2
Lanier Technical College,Gainesville,GA,30507,34.330178,-83.777358,5,22.0,2,0.0,3107.0,1
Idaho State University,Pocatello,ID,83209,42.863832,-112.432312,7,13.0,1,0.0,7593.0,1
Chaminade University of Honolulu,Honolulu,HI,96816-1578,21.28995,-157.807851,8,11.0,1,0.0,1621.0,2
DePaul University,Chicago,IL,60604,41.877618,-87.62724,3,11.0,1,0.0,14280.0,2
Bethany Theological Seminary,Richmond,IN,47374-4019,39.826244,-84.910689,3,32.0,1,0.0,,2
Black Hawk College,Moline,IL,61265-5899,41.477283,-90.447799,3,13.0,2,0.0,2913.0,1
University of Chicago,Chicago,IL,60637,41.787994,-87.599539,3,11.0,1,0.0,6600.0,2
East-West University,Chicago,IL,60605,41.871309,-87.624793,3,11.0,1,0.0,394.0,2
North Idaho College,Coeur d'Alene,ID,83814-2199,47.67569,-116.798905,7,13.0,2,0.0,3565.0,1
City Colleges of Chicago-Malcolm X College,Chicago,IL,60612-3197,41.878092,-87.675321,3,11.0,2,0.0,5384.0,1
College of Southern Idaho,Twin Falls,ID,83301,42.579837,-114.473901,7,33.0,2,0.0,3538.0,1
Cannella School of Hair Design-Villa Park,Villa Park,IL,60181,41.90417,-87.994628,3,21.0,3,0.0,38.0,3
Fox College,Bedford Park,IL,60638,41.771488,-87.744728,3,21.0,2,0.0,443.0,3
Empire Beauty School-Hanover Park,Hanover Park,IL,60133-5421,41.977516,-88.135725,3,21.0,3,0.0,58.0,3
Carl Sandburg College,Galesburg,IL,61401,40.98128,-90.408203,3,41.0,2,0.0,1301.0,1
Judson University,Elgin,IL,60123-1498,42.061754,-88.291336,3,12.0,1,0.0,999.0,2
MacCormac College,Chicago,IL,60602-4405,41.881898,-87.626657,3,11.0,2,0.0,295.0,2
Northeastern Illinois University,Chicago,IL,60625-4699,41.980399,-87.718983,3,11.0,1,0.0,6306.0,1
University of Illinois at Chicago,Chicago,IL,60607,41.871837,-87.650503,3,11.0,1,0.0,20435.0,1
Oakton Community College,Des Plaines,IL,60016-1268,42.061893,-87.880644,3,13.0,2,0.0,7875.0,1
McKendree University,Lebanon,IL,62254-1291,38.608154,-89.816822,3,21.0,1,0.0,1924.0,2
Oehrlein School of Cosmetology,East Peoria,IL,61611,40.665832,-89.55712,3,21.0,3,0.0,47.0,3
Methodist College,Peoria,IL,61615,40.7804,-89.682864,3,12.0,1,0.0,687.0,2
Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,IL,62521,39.846081,-88.933574,3,13.0,2,0.0,49.0,3
Lincoln College,Lincoln,IL,62656,40.155442,-89.36153,3,32.0,1,0.0,960.0,2
North Park University,Chicago,IL,60625-4895,41.975268,-87.709948,3,11.0,1,0.0,1967.0,2
Joliet Junior College,Joliet,IL,60431-8938,41.500535,-88.180985,3,21.0,2,0.0,11216.0,1
Dominican University,River Forest,IL,60305,41.902678,-87.823003,3,21.0,1,0.0,2098.0,2
PJ's College of Cosmetology-Clarksville,Clarksville,IN,47129,38.3121,-85.768914,3,21.0,3,0.0,102.0,3
Tricoci University of Beauty Culture-Highland,Highland,IN,46322,41.555885,-87.467018,3,21.0,3,0.0,203.0,3
Saint Augustine College,Chicago,IL,60640-3501,41.972414,-87.662806,3,11.0,1,0.0,1076.0,2
VanderCook College of Music,Chicago,IL,60616-3731,41.836833,-87.629138,3,11.0,1,0.0,78.0,2
Resurrection University,Chicago,IL,60622,41.90748,-87.685291,3,11.0,1,0.0,734.0,2
Hanover College,Hanover,IN,47243,38.715642,-85.460051,3,32.0,1,0.0,1099.0,2
Anderson University,Anderson,IN,46012-3495,40.112768,-85.664315,3,13.0,1,0.0,1392.0,2
Ball State University,Muncie,IN,47306,40.203431,-85.409043,3,13.0,1,0.0,15529.0,1
Butler University,Indianapolis,IN,46208,39.8374,-86.172167,3,11.0,1,0.0,4553.0,2
Rogers Academy of Hair Design,Evansville,IN,47712,37.983756,-87.609744,3,12.0,3,0.0,82.0,3
University of Indianapolis,Indianapolis,IN,46227-3697,39.709571,-86.133969,3,11.0,1,0.0,4487.0,2
University of Saint Francis-Fort Wayne,Fort Wayne,IN,46808-3994,41.087205,-85.177246,3,11.0,1,0.0,1774.0,2
Indiana University-Northwest,Gary,IN,46408-1197,41.557324,-87.337249,3,13.0,1,0.0,3380.0,1
Mercer County Technical Education Center,Princeton,WV,24740,37.360024,-81.104647,5,32.0,2,0.0,76.0,1
First Coast Technical College,Saint Augustine,FL,32084-1919,29.924377,-81.345829,5,23.0,3,0.0,364.0,1
Santa Fe College,Gainesville,FL,32606-6210,29.681037,-82.433143,5,22.0,1,0.0,12449.0,1
Trinity Baptist College,Jacksonville,FL,32221,30.311171,-81.79626,5,11.0,1,0.0,322.0,2
Covenant College,Lookout Mountain,GA,30750-4164,34.965161,-85.375066,5,41.0,1,0.0,971.0,2
Rasmussen College-Florida,Ocala,FL,34474-6226,29.140099,-82.197343,5,13.0,1,0.0,8740.0,3
Pro Way Hair School,Stone Mountain,GA,30083-3254,33.801802,-84.205183,5,21.0,3,0.0,132.0,3
Stetson University,DeLand,FL,32723,29.035475,-81.300746,5,22.0,1,0.0,3124.0,2
South University-Savannah,Savannah,GA,31406,31.999571,-81.105435,5,12.0,1,0.0,362.0,3
Augusta Technical College,Augusta,GA,30906,33.418992,-82.048439,5,12.0,2,0.0,3934.0,1
Riveroak Technical College,Live Oak,FL,32064,30.281999,-82.992512,5,33.0,2,0.0,182.0,1
South Georgia Technical College,Americus,GA,31709,32.116663,-84.188321,5,41.0,2,0.0,1611.0,1
Georgia State University,Atlanta,GA,30303-3083,33.7527,-84.38667,5,11.0,1,0.0,26489.0,1
University of Georgia,Athens,GA,30602,33.956262,-83.374039,5,12.0,1,0.0,29474.0,1
University of Hawaii Maui College,Kahului,HI,96732-1617,20.88956,-156.477252,8,13.0,1,0.0,2391.0,1
Paine College,Augusta,GA,30901-3182,33.469545,-81.993225,5,12.0,1,0.0,453.0,2
Gwinnett College-Lilburn,Lilburn,GA,30047-3447,33.901271,-84.121874,5,21.0,2,0.0,93.0,3
Midwestern University-Downers Grove,Downers Grove,IL,60515-5514,41.828115,-87.998342,3,21.0,1,0.0,,2
Mr Leon's School of Hair Design-Moscow,Moscow,ID,83843,46.729532,-117.001162,7,32.0,3,0.0,11.0,3
Blessing Hospital School of Radiologic Technology,Quincy,IL,62305-7005,39.935084,-91.391542,3,33.0,2,0.0,19.0,2
Elevate Salon Institute-Chubbuck,Chubbuck,ID,83202,42.919964,-112.464554,7,23.0,2,0.0,35.0,3
Paul Mitchell the School-Bradley,Bourbonnais,IL,60914,41.172891,-87.847099,3,23.0,3,0.0,236.0,3
City Colleges of Chicago-Richard J Daley College,Chicago,IL,60652-1299,41.755955,-87.723981,3,11.0,2,0.0,3081.0,1
First Institute of Travel Inc.,Crystal Lake,IL,60014,42.21926,-88.339468,3,21.0,3,0.0,284.0,3
City Colleges of Chicago-Harold Washington College,Chicago,IL,60601-2449,41.886067,-87.626596,3,11.0,2,0.0,7166.0,1
Gem City College,Quincy,IL,62301,39.926394,-91.404218,3,33.0,3,0.0,31.0,3
Governors State University,University Park,IL,60484,41.449103,-87.716441,3,41.0,1,0.0,3225.0,1
G Skin & Beauty Institute,Schaumburg,IL,60195,42.061983,-88.083218,3,13.0,3,0.0,364.0,3
Catholic Theological Union at Chicago,Chicago,IL,60615-5698,41.797895,-87.585989,3,11.0,1,0.0,,2
Hair Professionals School of Cosmetology,Oswego,IL,60543,41.682591,-88.364727,3,21.0,3,0.0,100.0,3
Tricoci University of Beauty Culture-Danville,Danville,IL,61832,40.075809,-87.636314,3,23.0,3,0.0,46.0,3
Northern Illinois University,Dekalb,IL,60115-2828,41.933869,-88.766428,3,23.0,1,0.0,12761.0,1
Kaskaskia College,Centralia,IL,62801,38.562112,-89.191974,3,41.0,2,0.0,1806.0,1
Benedictine University,Lisle,IL,60532-0900,41.777569,-88.097307,3,21.0,1,0.0,2692.0,2
Parkland College,Champaign,IL,61821-1899,40.131963,-88.290359,3,13.0,2,0.0,5320.0,1
Illinois Wesleyan University,Bloomington,IL,61702-2900,40.489901,-88.992014,3,13.0,1,0.0,1686.0,2
Lake Forest Graduate School of Management,Lake Forest,IL,60045,42.243432,-87.893204,3,21.0,1,0.0,,2
Principia College,Elsah,IL,62028-9799,38.948835,-90.350285,3,41.0,1,0.0,441.0,2
Lake Land College,Mattoon,IL,61938,39.416969,-88.380835,3,32.0,2,0.0,3229.0,1
Morrison Institute of Technology,Morrison,IL,61270-2959,41.7971,-89.965963,3,32.0,2,0.0,116.0,2
Lakeview College of Nursing,Danville,IL,61832,40.13855,-87.644379,3,13.0,1,0.0,166.0,2
Lewis and Clark Community College,Godfrey,IL,62035,38.951624,-90.194405,3,41.0,2,0.0,3236.0,1
Illinois State University,Normal,IL,61790-1000,40.509403,-88.990058,3,22.0,1,0.0,18044.0,1
North Central College,Naperville,IL,60540,41.77576,-88.14279,3,12.0,1,0.0,2641.0,2
Indiana Institute of Technology,Fort Wayne,IN,46803-1228,41.078365,-85.116479,3,11.0,1,0.0,1524.0,2
Capri College-Cedar Rapids,Cedar Rapids,IA,52404,41.960734,-91.710201,4,12.0,2,0.0,167.0,3
University of Southern Indiana,Evansville,IN,47712,37.962374,-87.677214,3,22.0,1,0.0,7369.0,1
Saint Mary's College,Notre Dame,IN,46556,41.707274,-86.256947,3,21.0,1,0.0,1439.0,2
Martin University,Indianapolis,IN,46218-0567,39.798144,-86.103953,3,11.0,1,0.0,244.0,2
Clarke University,Dubuque,IA,52001-3198,42.509475,-90.690487,4,13.0,1,0.0,731.0,2
Indiana University-Kokomo,Kokomo,IN,46902-9003,40.460062,-86.132048,3,13.0,1,0.0,2730.0,1
Taylor University,Upland,IN,46989-1001,40.456246,-85.497034,3,32.0,1,0.0,1888.0,2
University of Notre Dame,Notre Dame,IN,46556,41.703058,-86.238959,3,21.0,1,0.0,8568.0,2
Oakland City University,Oakland City,IN,47660-1099,38.340891,-87.35144,3,32.0,1,0.0,563.0,2
PJ's College of Cosmetology-Richmond,Richmond,IN,47374,39.83227,-84.842601,3,32.0,3,0.0,38.0,3
Dordt University,Sioux Center,IA,51250-1606,43.082527,-96.166562,4,33.0,1,0.0,1346.0,2
Wabash College,Crawfordsville,IN,47933-0352,40.037588,-86.906,3,32.0,1,0.0,881.0,2
Drake University,Des Moines,IA,50311-4505,41.60129,-93.652163,4,12.0,1,0.0,2952.0,2
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,50023-2152,41.737082,-93.624422,4,21.0,1,0.0,261.0,2
Faust Institute of Cosmetology-Storm Lake,Storm Lake,IA,50588,42.654449,-95.201412,4,41.0,2,0.0,21.0,3
Graceland University-Lamoni,Lamoni,IA,50140,40.615966,-93.924893,4,43.0,1,0.0,1125.0,2
Purdue University Global-Mason City,Mason City,IA,50401,43.149615,-93.238946,4,33.0,1,0.0,107.0,1
Indiana University-Southeast,New Albany,IN,47150,38.345191,-85.819985,3,21.0,1,0.0,4555.0,1
Butler Community College,El Dorado,KS,67042-3280,37.806699,-96.882987,4,32.0,2,0.0,6790.0,1
E Q School of Hair Design,Council Bluffs,IA,51501,41.235617,-95.858073,4,13.0,2,0.0,58.0,3
Upper Iowa University,Fayette,IA,52142-1857,42.838283,-91.799543,4,43.0,1,0.0,3524.0,2
Mount Mercy University,Cedar Rapids,IA,52402-4797,42.001931,-91.650991,4,12.0,1,0.0,1488.0,2
Iowa Lakes Community College,Estherville,IA,51334-2295,43.397996,-94.817142,4,33.0,2,0.0,1121.0,1
Wartburg Theological Seminary,Dubuque,IA,52003-7769,42.485761,-90.691225,4,13.0,1,0.0,,2
Iowa State University,Ames,IA,50011-2103,42.026212,-93.648504,4,13.0,1,0.0,29248.0,1
Des Moines University-Osteopathic Medical Center,Des Moines,IA,50312,41.583325,-93.661686,4,12.0,1,0.0,,2
Simpson College,Indianola,IA,50125,41.365503,-93.563471,4,31.0,1,0.0,1377.0,2
Hopkinsville Community College,Hopkinsville,KY,42240,36.882654,-87.488297,5,32.0,2,0.0,2131.0,1
Brescia University,Owensboro,KY,42301-3023,37.769041,-87.111639,5,13.0,1,0.0,918.0,2
Salina Area Technical College,Salina,KS,67401,38.793582,-97.636892,4,33.0,2,0.0,299.0,1
Kentucky Mountain Bible College,Jackson,KY,41339,37.603443,-83.438765,5,42.0,1,0.0,65.0,2
Paul Mitchell the School-Lexington,Lexington,KY,40514,37.980361,-84.548281,5,11.0,2,0.0,193.0,3
Tabor College,Hillsboro,KS,67063-1799,38.348606,-97.200949,4,33.0,1,0.0,600.0,2
Eastern Kentucky University,Richmond,KY,40475-3102,37.740845,-84.300796,5,32.0,1,0.0,12246.0,1
Labette Community College,Parsons,KS,67357-4201,37.339062,-95.255368,4,33.0,2,0.0,1620.0,1
Lindsey Wilson College,Columbia,KY,42728-1223,37.101502,-85.299997,5,33.0,1,0.0,1925.0,2
Manhattan Christian College,Manhattan,KS,66502-4801,39.184806,-96.579383,4,13.0,1,0.0,225.0,2
Alice Lloyd College,Pippa Passes,KY,41844,37.335087,-82.875068,5,43.0,1,0.0,644.0,2
Asbury University,Wilmore,KY,40390-1198,37.862029,-84.662606,5,31.0,1,0.0,1596.0,2
Neosho County Community College,Chanute,KS,66720,37.670672,-95.464976,4,33.0,2,0.0,1137.0,1
North Central Kansas Technical College,Beloit,KS,67420,39.482419,-98.110826,4,41.0,2,0.0,477.0,1
Ayers Career College,Shreveport,LA,71118,32.418291,-93.798229,5,12.0,3,0.0,145.0,3
Grambling State University,Grambling,LA,71245,32.523797,-92.713245,5,32.0,1,0.0,4110.0,1
Baton Rouge School of Computers,Baton Rouge,LA,70809,30.422155,-91.080837,5,12.0,2,0.0,58.0,3
Southeast Kentucky Community and Technical College,Cumberland,KY,40823,36.966051,-82.997661,5,32.0,2,0.0,1869.0,1
Morehead State University,Morehead,KY,40351,38.186768,-83.434021,5,33.0,1,0.0,6253.0,1
Academy of Salon and Spa,Fort Smith,AR,72901,35.38097,-94.41616,5,13.0,3,0.0,53.0,3
Paul Mitchell the School-Arkansas,Fayetteville,AR,72703,36.126373,-94.153892,5,13.0,3,0.0,95.0,3
University of California-San Diego,La Jolla,CA,92093,32.877749,-117.235866,8,11.0,1,0.0,30279.0,1
California State University-Bakersfield,Bakersfield,CA,93311-1099,35.350005,-119.104711,8,11.0,1,0.0,9142.0,1
Columbia College Hollywood,Tarzana,CA,91356-1411,34.17972,-118.538793,8,11.0,1,0.0,540.0,2
Cerro Coso Community College,Ridgecrest,CA,93555-9571,35.567525,-117.66767,8,41.0,2,0.0,4890.0,1
Compton College,Compton,CA,90221-5393,33.878226,-118.209463,8,21.0,2,0.0,5605.0,1
California State University-San Bernardino,San Bernardino,CA,92407-2393,34.182622,-117.323801,8,12.0,1,0.0,17704.0,1
Chaffey College,Rancho Cucamonga,CA,91737-3002,34.147663,-117.573932,8,21.0,2,0.0,19650.0,1
California State Polytechnic University-Pomona,Pomona,CA,91768,34.057912,-117.821476,8,21.0,1,0.0,24841.0,1
Contra Costa College,San Pablo,CA,94806-3195,37.969381,-122.337377,8,21.0,2,0.0,5702.0,1
Charles R Drew University of Medicine and Science,Los Angeles,CA,90059,33.925658,-118.242791,8,21.0,1,0.0,163.0,2
Cuesta College,San Luis Obispo,CA,93403-8106,35.331276,-120.742235,8,23.0,2,0.0,7853.0,1
Cypress College,Cypress,CA,90630-5897,33.82833,-118.025143,8,21.0,1,0.0,14068.0,1
Career Academy of Beauty,Garden Grove,CA,92845,33.781018,-118.031697,8,21.0,3,0.0,171.0,3
Fielding Graduate University,Santa Barbara,CA,93105-3538,34.42941,-119.717161,8,13.0,1,0.0,,2
Mount Saint Mary's University,Los Angeles,CA,90049-1599,34.085315,-118.482879,8,11.0,1,0.0,2349.0,2
Menlo College,Atherton,CA,94027-4301,37.453475,-122.190797,8,21.0,1,0.0,706.0,2
Musicians Institute,Hollywood,CA,90028,34.101265,-118.337582,8,11.0,1,0.0,992.0,3
Lyle's College of  Beauty,Fresno,CA,93710,36.836265,-119.774167,8,11.0,3,0.0,67.0,3
MTI Business College Inc,Stockton,CA,95207-4349,38.007885,-121.308445,8,11.0,3,0.0,80.0,3
Life Chiropractic College West,Hayward,CA,94545-2800,37.638099,-122.117619,8,12.0,1,0.0,,2
National Holistic Institute,Emeryville,CA,94608-2008,37.841898,-122.287672,8,21.0,3,0.0,1115.0,3
Mission College,Santa Clara,CA,95054-1897,37.391935,-121.980783,8,12.0,2,0.0,6452.0,1
Sacramento City College,Sacramento,CA,95822-1386,38.541096,-121.491139,8,11.0,2,0.0,19575.0,1
Pepperdine University,Malibu,CA,90263,34.037786,-118.707077,8,21.0,1,0.0,3619.0,2
Samuel Merritt University,Oakland,CA,94609,37.82029,-122.266331,8,11.0,1,0.0,762.0,2
Otis College of Art and Design,Los Angeles,CA,90045-3505,33.956607,-118.416615,8,11.0,1,0.0,1080.0,2
San Diego State University,San Diego,CA,92182-0001,32.77525,-117.071228,8,11.0,1,0.0,30018.0,1
Santa Rosa Junior College,Santa Rosa,CA,95401-4395,38.45709,-122.718974,8,12.0,2,0.0,17261.0,1
University of San Diego,San Diego,CA,92110-2492,32.770816,-117.192073,8,11.0,1,0.0,5760.0,2
San Francisco Conservatory of Music,San Francisco,CA,94102-6011,37.775543,-122.420292,8,11.0,1,0.0,221.0,2
Salon Success Academy-Upland,Upland,CA,91786,34.108247,-117.631783,8,21.0,3,0.0,172.0,3
San Francisco Theological Seminary,San Anselmo,CA,94960-0000,37.969952,-122.565407,8,21.0,1,0.0,,2
Palo Verde College,Blythe,CA,92225,33.661538,-114.651698,8,42.0,2,0.0,3597.0,1
San Joaquin College of Law,Clovis,CA,93612-1312,36.82448,-119.697657,8,21.0,1,0.0,,2
West Valley College,Saratoga,CA,95070-5698,37.26398,-122.008324,8,21.0,2,0.0,6719.0,1
Charles A Jones Career and Education Center,Sacramento,CA,95824-1529,38.516233,-121.440796,8,11.0,2,0.0,281.0,1
Whittier College,Whittier,CA,90601,33.978773,-118.032299,8,21.0,1,0.0,1719.0,2
Colorado Christian University,Lakewood,CO,80226,39.71388,-105.09456,7,12.0,1,0.0,4936.0,2
Solano Community College,Fairfield,CA,94534-3197,38.235881,-122.122368,8,22.0,1,0.0,7972.0,1
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,90046-7660,34.085465,-118.346613,8,11.0,1,0.0,155.0,2
Yuba College,Marysville,CA,95901,39.126536,-121.53964,8,22.0,2,0.0,4901.0,1
South Baylo University,Anaheim,CA,92801-1701,33.848216,-117.958727,8,11.0,1,0.0,,2
Concorde Career College-Garden Grove,Garden Grove,CA,92840-9201,33.774741,-117.938395,8,21.0,2,0.0,609.0,3
Southwestern College,Chula Vista,CA,91910-7299,32.640281,-116.996803,8,21.0,2,0.0,17431.0,1
Arapahoe Community College,Littleton,CO,80160-9002,39.607505,-105.018631,7,21.0,1,0.0,6906.0,1
Starr King School for the Ministry,Berkeley,CA,94709-1209,37.876939,-122.261778,8,12.0,1,0.0,,2
Bel-Rea Institute of Animal Technology,Denver,CO,80247,39.686194,-104.876207,7,11.0,2,0.0,275.0,3
Marshall B Ketchum University,Fullerton,CA,92831-1699,33.889348,-117.886229,8,21.0,1,0.0,,2
Southwestern Law School,Los Angeles,CA,90010-1106,34.061558,-118.288375,8,11.0,1,0.0,,2
Taft College,Taft,CA,93268,35.149343,-119.459751,8,32.0,2,0.0,5656.0,1
Claremont School of Theology,Claremont,CA,91711-3199,34.107602,-117.715256,8,21.0,1,0.0,,2
Community College of Aurora,Aurora,CO,80011-9036,39.71788,-104.802673,7,11.0,2,0.0,4347.0,1
Denver Seminary,Littleton,CO,80120,39.600595,-105.022363,7,21.0,1,0.0,,2
University of Denver,Denver,CO,80208,39.678005,-104.963259,7,11.0,1,0.0,5791.0,2
Red Rocks Community College,Lakewood,CO,80228-1255,39.720277,-105.150094,7,12.0,1,0.0,5920.0,1
Naugatuck Valley Community College,Waterbury,CT,06708-3089,41.549749,-73.072963,1,22.0,2,0.0,5699.0,1
Front Range Community College,Westminster,CO,80031,39.901452,-105.038068,7,21.0,2,0.0,13461.0,1
Cortiva Institute-Cromwell,Cromwell,CT,06416,41.685072,-72.710705,1,21.0,3,0.0,231.0,3
Iliff School of Theology,Denver,CO,80210-4798,39.675927,-104.960657,7,11.0,1,0.0,,2
Intellitec College-Colorado Springs,Colorado Springs,CO,80909-6096,38.832183,-104.78721,7,11.0,2,0.0,598.0,3
Quinnipiac University,Hamden,CT,06518,41.418915,-72.894117,1,21.0,1,0.0,7371.0,2
National Conservatory of Dramatic Arts,Washington,DC,20007,38.910024,-77.065095,2,11.0,2,0.0,41.0,2
Charlotte Technical College,Port Charlotte,FL,33948-3399,27.005558,-82.147238,5,22.0,2,0.0,272.0,1
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,32114-3900,29.189903,-81.048367,5,13.0,1,0.0,5925.0,2
Broward College,Fort Lauderdale,FL,33301,26.119422,-80.14183,5,12.0,1,0.0,34230.0,1
Northwest Florida State College,Niceville,FL,32578-1295,30.540017,-86.47456,5,41.0,1,0.0,3840.0,1
Hollywood Institute of Beauty Careers,Hollywood,FL,33023,26.007139,-80.209125,5,21.0,3,0.0,239.0,3
Orange Technical College-Orlando Campus,Orlando,FL,32801-1197,28.550422,-81.383783,5,11.0,2,0.0,336.0,1
Palm Beach Atlantic University,West Palm Beach,FL,33401,26.7044,-80.05247,5,12.0,1,0.0,2400.0,2
Pasco-Hernando State College,New Port Richey,FL,34654-5199,28.2751,-82.646727,5,21.0,1,0.0,9178.0,1
Pensacola State College,Pensacola,FL,32504-8998,30.479267,-87.200265,5,13.0,1,0.0,7771.0,1
Florida Memorial University,Miami Gardens,FL,33054-6199,25.918278,-80.270753,5,21.0,1,0.0,1117.0,2
Radford M Locklin Technical College,Milton,FL,32570-8188,30.648077,-87.09971,5,41.0,2,0.0,316.0,1
Florida Southern College,Lakeland,FL,33801-5698,28.032443,-81.948203,5,12.0,1,0.0,2666.0,2
Paul Mitchell the School-Jacksonville,Jacksonville,FL,32246,30.259433,-81.527515,5,11.0,3,0.0,188.0,3
Lake Technical College,Eustis,FL,32726,28.833446,-81.690874,5,22.0,3,0.0,748.0,1
Robert Morgan Educational Center and Technical College,Miami,FL,33177-2407,25.599247,-80.390054,5,21.0,2,0.0,660.0,1
University of Florida,Gainesville,FL,32611,29.64629,-82.347911,5,12.0,1,0.0,34564.0,1
Gulf Coast State College,Panama City,FL,32401,30.185542,-85.727918,5,13.0,1,0.0,4116.0,1
Rollins College,Winter Park,FL,32789-4499,28.592787,-81.349239,5,21.0,1,0.0,2571.0,2
Beulah Heights University,Atlanta,GA,30316,33.736993,-84.35768,5,11.0,1,0.0,272.0,2
Kapiolani Community College,Honolulu,HI,96816-4421,21.27148,-157.800213,8,11.0,2,0.0,4846.0,1
Spelman College,Atlanta,GA,30314-4399,33.745279,-84.411527,5,11.0,1,0.0,2166.0,2
Oglethorpe University,Atlanta,GA,30319-2797,33.875441,-84.333687,5,21.0,1,0.0,1241.0,2
Southern Crescent Technical College,Griffin,GA,30223-2042,33.255438,-84.291662,5,21.0,2,0.0,3795.0,1
Windward Community College,Kaneohe,HI,96744-3528,21.407051,-157.813307,8,22.0,2,0.0,1193.0,1
Boise Bible College,Boise,ID,83714-1220,43.658651,-116.291321,7,21.0,1,0.0,110.0,2
Interdenominational Theological Center,Atlanta,GA,30314-4143,33.752338,-84.409207,5,11.0,1,0.0,,2
College of Eastern Idaho,Idaho Falls,ID,83404-5788,43.486041,-111.985519,7,13.0,2,0.0,1122.0,1
Rend Lake College,Ina,IL,62846,38.131481,-88.918283,3,42.0,2,0.0,1492.0,1
National Louis University,Chicago,IL,60603,41.880093,-87.624699,3,11.0,1,0.0,2960.0,2
