School,City,State,Zip,Lat,Lon,Region,Locale,2yr/4yr,Online only?,School size (students),Pubic or Private
Associated Beth Rivkah Schools,Brooklyn,NY,11225-0000,40.665998,-73.949993,2,11.0,1,0.0,195.0,2
Raritan Valley Community College,Branchburg,NJ,08876,40.609681,-74.688127,2,41.0,2,0.0,6491.0,1
Bank Street College of Education,New York,NY,10025,40.805604,-73.966643,2,11.0,1,0.0,,2
University of the Southwest,Hobbs,NM,88240,32.775496,-103.186948,6,41.0,1,0.0,416.0,2
New Mexico Military Institute,Roswell,NM,88201-5173,33.409617,-104.524448,6,33.0,2,0.0,412.0,1
University of New Mexico-Gallup Campus,Gallup,NM,87301,35.502662,-108.727252,6,41.0,2,0.0,1565.0,1
Cazenovia College,Cazenovia,NY,13035,42.932489,-75.854882,2,31.0,1,0.0,822.0,2
Daemen College,Amherst,NY,14226-3592,42.965605,-78.788111,2,21.0,1,0.0,1712.0,2
SUNY Corning Community College,Corning,NY,14830,42.116736,-77.072138,2,41.0,2,0.0,2171.0,1
Circle in the Square Theatre School,New York,NY,10019-6795,40.762059,-73.984607,2,11.0,2,0.0,48.0,2
CUNY Bernard M Baruch College,New York,NY,10010,40.740238,-73.983417,2,11.0,1,0.0,14629.0,1
Bryant & Stratton College-Syracuse North,Liverpool,NY,13090,43.189703,-76.240137,2,21.0,1,0.0,263.0,3
College of Staten Island CUNY,Staten Island,NY,10314,40.601831,-74.14849,2,11.0,1,0.0,11815.0,1
Five Towns College,Dix Hills,NY,11746-5871,40.794506,-73.369348,2,21.0,1,0.0,590.0,3
Bryant & Stratton College-Greece,Rochester,NY,14612,43.240547,-77.69559,2,21.0,1,0.0,216.0,3
Concordia College-New York,Bronxville,NY,10708-1998,40.943382,-73.82202,2,21.0,1,0.0,1202.0,2
Canisius College,Buffalo,NY,14208-1098,42.925206,-78.852577,2,11.0,1,0.0,2191.0,2
Fulton-Montgomery Community College,Johnstown,NY,12095-3790,42.983805,-74.297492,2,41.0,2,0.0,1647.0,1
Cooper Union for the Advancement of Science and Art,New York,NY,10003-7120,40.728148,-73.991609,2,11.0,1,0.0,845.0,2
Cornell University,Ithaca,NY,14853,42.4472,-76.483084,2,13.0,1,0.0,15105.0,2
CUNY LaGuardia Community College,Long Island City,NY,11101,40.7445,-73.935057,2,11.0,2,0.0,15592.0,1
CUNY New York City College of Technology,Brooklyn,NY,11201,40.695483,-73.987856,2,11.0,1,0.0,16204.0,1
CUNY School of Law,Long Island City,NY,11101,40.747797,-73.943621,2,11.0,1,0.0,,1
Ithaca College,Ithaca,NY,14850-7002,42.422154,-76.494136,2,23.0,1,0.0,6072.0,2
Mandl School-The College of Allied Health,New York,NY,10019-5516,40.764404,-73.983786,2,11.0,2,0.0,580.0,3
Hamilton College,Clinton,NY,13323,43.050245,-75.408195,2,22.0,1,0.0,1989.0,2
Kehilath Yakov Rabbinical Seminary,Ossining,NY,10562,41.220521,-73.814887,2,41.0,1,0.0,159.0,2
Monroe College,Bronx,NY,10468,40.864459,-73.900215,2,11.0,1,0.0,5482.0,3
Medaille College,Buffalo,NY,14214-2695,42.92856,-78.855941,2,11.0,1,0.0,1490.0,2
Long Island University,Brookville,NY,11548-1327,40.820714,-73.593678,2,21.0,1,0.0,6323.0,2
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,11218,40.6382,-73.969395,2,11.0,1,0.0,206.0,2
Icahn School of Medicine at Mount Sinai,New York,NY,10029-6574,40.790063,-73.952812,2,11.0,1,0.0,,2
Nassau Community College,Garden City,NY,11530-6793,40.728872,-73.595286,2,21.0,2,0.0,15322.0,1
The College of New Rochelle,New Rochelle,NY,10805-2339,40.899427,-73.781104,2,21.0,1,0.0,2305.0,2
The New School Center for Media,Albany,NY,12205,42.720596,-73.809816,2,21.0,3,0.0,40.0,3
Paul Smiths College of Arts and Science,Paul Smiths,NY,12970-0265,44.433965,-74.252675,2,42.0,1,0.0,740.0,2
St. Joseph's College-Long Island,Patchogue,NY,11772,40.775933,-73.024661,2,21.0,1,0.0,3120.0,2
Continental School of Beauty Culture-West Seneca,West Seneca,NY,14224,42.828416,-78.754584,2,21.0,3,0.0,129.0,3
Rockland Community College,Suffern,NY,10901-3699,41.133929,-74.085969,2,21.0,2,0.0,5430.0,1
Pratt Institute-Main,Brooklyn,NY,11205,40.691297,-73.96431,2,11.0,1,0.0,3591.0,2
Yeshiva Shaar Hatorah,Kew Gardens,NY,11418,40.703795,-73.834252,2,11.0,1,0.0,69.0,2
United Talmudical Seminary,Brooklyn,NY,11211,40.705687,-73.959113,2,11.0,1,0.0,1988.0,2
Yeshiva University,New York,NY,10033-3299,40.850605,-73.929873,2,11.0,1,0.0,2682.0,2
Yeshivath Viznitz,Monsey,NY,10952,41.114682,-74.070243,2,21.0,1,0.0,492.0,2
Farmingdale State College,Farmingdale,NY,11735-1021,40.754224,-73.42832,2,21.0,1,0.0,9394.0,1
Villa Maria College,Buffalo,NY,14225-3999,42.91223,-78.796823,2,13.0,1,0.0,538.0,2
Teachers College at Columbia University,New York,NY,10027,40.810216,-73.960194,2,11.0,1,0.0,,2
University at Buffalo,Buffalo,NY,14260-1660,43.000942,-78.789458,2,21.0,1,0.0,21404.0,1
The College of Westchester,White Plains,NY,10606-1200,41.033687,-73.784404,2,13.0,1,0.0,806.0,3
SUNY Polytechnic Institute,Utica,NY,13502,43.137701,-75.229841,2,22.0,1,0.0,2120.0,1
SUNY at Fredonia,Fredonia,NY,14063-1136,42.452236,-79.337375,2,32.0,1,0.0,4402.0,1
Caldwell Community College and Technical Institute,Hudson,NC,28638,35.854604,-81.484148,5,22.0,2,0.0,2311.0,1
SUNY Oneonta,Oneonta,NY,13820-4015,42.468861,-75.063632,2,33.0,1,0.0,6021.0,1
SUNY College of Optometry,New York,NY,10036-8003,40.754465,-73.982236,2,11.0,1,0.0,,1
SUNY Downstate Health Sciences University,Brooklyn,NY,11203-2098,40.653855,-73.945535,2,11.0,1,0.0,211.0,1
University of North Carolina Wilmington,Wilmington,NC,28403-5963,34.225223,-77.875527,5,12.0,1,0.0,14076.0,1
Catawba College,Salisbury,NC,28144,35.691443,-80.482751,5,22.0,1,0.0,1283.0,2
Greensboro College,Greensboro,NC,27401-1875,36.071082,-79.800232,5,11.0,1,0.0,755.0,2
Platt College-Miller-Motte-Wilmington,Wilmington,NC,28405,34.242761,-77.882359,5,12.0,1,0.0,1867.0,3
Lees-McRae College,Banner Elk,NC,28604,36.162477,-81.873371,5,42.0,1,0.0,952.0,2
Lenoir-Rhyne University,Hickory,NC,28601,35.739968,-81.327598,5,13.0,1,0.0,1699.0,2
University of North Carolina at Greensboro,Greensboro,NC,27402-6170,36.068236,-79.809414,5,11.0,1,0.0,16238.0,1
The Art Institute of Cincinnati-AIC College of Design,Cincinnati,OH,45246-3322,39.285831,-84.451296,3,21.0,1,0.0,17.0,3
Apollo Career Center,Lima,OH,45806-1497,40.692999,-84.149151,3,23.0,3,0.0,449.0,1
Art Academy of Cincinnati,Cincinnati,OH,45202-1706,39.108805,-84.513913,3,11.0,1,0.0,191.0,2
Tri-County Community College,Murphy,NC,28906,35.067021,-83.966476,5,43.0,2,0.0,484.0,1
JZ Trend Academy Paul Mitchell Partner School,Bismarck,ND,58504,46.783219,-100.771031,4,13.0,2,0.0,25.0,3
Trinity Bible College and Graduate School,Ellendale,ND,58436-7105,46.001037,-98.517906,4,43.0,1,0.0,176.0,2
Warren Wilson College,Swannanoa,NC,28778-2099,35.610328,-82.442619,5,21.0,1,0.0,635.0,2
Ross Medical Education Center-Cincinnati,Cincinnati,OH,45246,39.286023,-84.452851,3,21.0,3,0.0,142.0,3
Cincinnati College of Mortuary Science,Cincinnati,OH,45224-1462,39.206578,-84.505604,3,21.0,1,0.0,78.0,2
Eastern Gateway Community College,Steubenville,OH,43952-3598,40.376056,-80.672337,3,13.0,2,0.0,13157.0,1
Bryant & Stratton College-Cleveland,Cleveland,OH,44115,41.503009,-81.666136,3,11.0,1,0.0,202.0,3
Ohio Christian University,Circleville,OH,43113-9487,39.613155,-82.904885,3,32.0,1,0.0,2737.0,2
Miami University-Oxford,Oxford,OH,45056,39.507757,-84.732954,3,31.0,1,0.0,17038.0,1
Ashtabula County Technical and Career Campus,Jefferson,OH,44047,41.746864,-80.733023,3,41.0,3,0.0,130.0,1
Vance-Granville Community College,Henderson,NC,27537,36.323887,-78.487651,5,32.0,2,0.0,2036.0,1
Cleveland State University,Cleveland,OH,44115-2214,41.502281,-81.674355,3,11.0,1,0.0,11603.0,1
Bradford School,Columbus,OH,43219,40.023538,-82.911808,3,11.0,2,0.0,324.0,3
Terra State Community College,Fremont,OH,43420-9670,41.354111,-83.157799,3,41.0,2,0.0,1344.0,1
Northeast Ohio Medical University,Rootstown,OH,44272-0095,41.102919,-81.245302,3,21.0,1,0.0,,1
University of Toledo,Toledo,OH,43606-3390,41.660572,-83.614714,3,11.0,1,0.0,14893.0,1
Ohio University-Main Campus,Athens,OH,45701-2979,39.326798,-82.100985,3,32.0,1,0.0,22072.0,1
Ohio Dominican University,Columbus,OH,43219,39.992764,-82.940689,3,11.0,1,0.0,1080.0,2
Walsh University,North Canton,OH,44720-3396,40.873908,-81.369931,3,21.0,1,0.0,1826.0,2
Oklahoma Panhandle State University,Goodwell,OK,73939-0430,36.594518,-101.638488,6,42.0,1,0.0,1106.0,1
Wilberforce University,Wilberforce,OH,45384-1001,39.707291,-83.880595,3,41.0,1,0.0,643.0,2
University of Central Oklahoma,Edmond,OK,73034,35.6552,-97.471508,6,21.0,1,0.0,13118.0,1
Wright State University-Main Campus,Dayton,OH,45435-0001,39.780634,-84.064881,3,21.0,1,0.0,10140.0,1
Formations Institute of Cosmetology & Barbering,Woodward,OK,73801,36.43491,-99.386309,6,33.0,3,0.0,19.0,3
Enid Beauty College,Enid,OK,73703-4538,36.393267,-97.927122,6,33.0,3,0.0,33.0,3
Randall University,Moore,OK,73160,35.300757,-97.491107,6,21.0,1,0.0,290.0,2
Rogers State University,Claremore,OK,74017-3252,36.321437,-95.635718,6,31.0,1,0.0,3162.0,1
Jenks Beauty College,Jenks,OK,74037,36.023435,-95.975154,6,21.0,3,0.0,73.0,3
Northern Oklahoma College,Tonkawa,OK,74653,36.678649,-97.295887,6,33.0,2,0.0,2546.0,1
Southeastern Oklahoma State University,Durant,OK,74701-3347,34.006808,-96.376864,6,32.0,1,0.0,2960.0,1
East West College of the Healing Arts,Portland,OR,97201-0000,45.528854,-122.659963,8,11.0,3,0.0,297.0,3
Warner Pacific University,Portland,OR,97215,45.506265,-122.592498,8,11.0,1,0.0,363.0,2
Corban University,Salem,OR,97317-9392,44.882399,-122.961129,8,12.0,1,0.0,970.0,2
University of Oregon,Eugene,OR,97403,44.045146,-123.075792,8,12.0,1,0.0,18923.0,1
Willamette University,Salem,OR,97301,44.935457,-123.030537,8,12.0,1,0.0,1623.0,2
Phagans Beauty College,Corvallis,OR,97333,44.549973,-123.310594,8,13.0,2,0.0,48.0,3
Jolie Hair and Beauty Academy-Hazleton,Hazleton,PA,18201,40.974924,-75.977485,2,23.0,3,0.0,63.0,3
Phagans School of Beauty,Salem,OR,97301,44.937695,-122.981962,8,22.0,2,0.0,32.0,3
Albright College,Reading,PA,19612-5234,40.361351,-75.909742,2,13.0,1,0.0,1897.0,2
The Beauty Institute-Ambler,Ambler,PA,19002,40.154233,-75.222204,2,21.0,3,0.0,104.0,3
Mount Angel Seminary,Saint Benedict,OR,97373-0505,45.057871,-122.775405,8,31.0,1,0.0,40.0,2
Portland State University,Portland,OR,97201,45.511601,-122.686289,8,11.0,1,0.0,18541.0,1
Multnomah University,Portland,OR,97220,45.527139,-122.575557,8,11.0,1,0.0,403.0,2
Bucknell University,Lewisburg,PA,17837,40.954317,-76.882616,2,32.0,1,0.0,3583.0,2
Bucks County Community College,Newtown,PA,18940-4106,40.239102,-74.965841,2,41.0,2,0.0,7104.0,1
Butler Beauty Academy,Butler,PA,16001,40.859152,-79.895107,2,31.0,3,0.0,26.0,3
Empire Beauty School-York,York,PA,17402,39.972543,-76.674663,2,22.0,3,0.0,113.0,3
Delaware County Community College,Media,PA,19063-1094,39.966724,-75.39308,2,21.0,2,0.0,11314.0,1
California University of Pennsylvania,California,PA,15419-1394,40.064964,-79.88679,2,23.0,1,0.0,5063.0,1
Delaware Valley University,Doylestown,PA,18901-2697,40.298659,-75.158452,2,21.0,1,0.0,1884.0,2
Carlow University,Pittsburgh,PA,15213-3165,40.439293,-79.963448,2,11.0,1,0.0,1314.0,2
Empire Beauty School-Gwinnett,Lawrenceville,GA,30044-3045,33.939252,-84.121878,5,21.0,3,0.0,120.0,3
Haverford College,Haverford,PA,19041-1392,40.007452,-75.305207,2,21.0,1,0.0,1305.0,2
Drexel University,Philadelphia,PA,19104,39.955217,-75.190051,2,11.0,1,0.0,15557.0,2
Empire Beauty School-Reading,Reading,PA,19605,40.370166,-75.927465,2,21.0,3,0.0,101.0,3
Erie Institute of Technology Inc,Erie,PA,16565,42.071725,-80.100853,2,22.0,2,0.0,182.0,3
Gannon University,Erie,PA,16541-0001,42.128403,-80.087166,2,13.0,1,0.0,2733.0,2
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,16563-0001,42.119433,-79.983773,2,22.0,1,0.0,4117.0,1
Lansdale School of Cosmetology Inc,Lansdale,PA,19446-2003,40.243302,-75.286281,2,21.0,3,0.0,46.0,3
Lebanon Valley College,Annville,PA,17003-1400,40.330604,-76.514431,2,23.0,1,0.0,1684.0,2
Millersville University of Pennsylvania,Millersville,PA,17551-0302,40.000337,-76.357381,2,21.0,1,0.0,6597.0,1
Platt College-Berks Technical Institute,Wyomissing,PA,19610-1168,40.344627,-75.978873,2,21.0,2,0.0,777.0,3
Pennsylvania State University-Main Campus,University Park,PA,16802-1503,40.7965,-77.862848,2,13.0,1,0.0,40108.0,1
Pennsylvania State University-Penn State Abington,Abington,PA,19001-3918,40.11683,-75.109083,2,21.0,1,0.0,3683.0,1
Pennsylvania State University-Penn State Great Valley,Malvern,PA,19355-1488,40.052256,-75.522545,2,21.0,1,0.0,,1
Pennsylvania State University-Penn State Shenango,Sharon,PA,16146-1537,41.235053,-80.508764,2,21.0,1,0.0,317.0,1
Pennco Tech-Bristol,Bristol,PA,19007,40.097992,-74.870959,2,21.0,2,0.0,368.0,3
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,39.955692,-75.163456,2,11.0,1,0.0,199.0,2
University of Pittsburgh Medical Center-Shadyside School of Nursing,Pittsburgh,PA,15232,40.454751,-79.939494,2,11.0,2,0.0,263.0,2
Triangle Tech Inc-Dubois,Falls Creek,PA,15840-3333,41.147974,-78.795923,2,41.0,2,0.0,111.0,3
Reading Hospital School of Health Sciences,Reading,PA,19611,40.32606,-75.950474,2,13.0,2,0.0,329.0,2
Cairn University-Langhorne,Langhorne,PA,19047-2990,40.165809,-74.909509,2,21.0,1,0.0,776.0,2
Valley Forge Military College,Wayne,PA,19087-3695,40.053697,-75.382097,2,21.0,2,0.0,306.0,2
The Restaurant School at Walnut Hill College,Philadelphia,PA,19104,39.955098,-75.20749,2,11.0,1,0.0,335.0,3
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,39.99133,-75.255675,2,21.0,1,0.0,62.0,2
South Hills Beauty Academy,Pittsburgh,PA,15216,40.38933,-80.041544,2,21.0,3,0.0,90.0,3
Swarthmore College,Swarthmore,PA,19081,39.905159,-75.354278,2,21.0,1,0.0,1544.0,2
Westminster College,New Wilmington,PA,16172,41.119272,-80.331017,2,31.0,1,0.0,1173.0,2
Pittsburgh Institute of Aeronautics,West Mifflin,PA,15122,40.350804,-79.926575,2,21.0,2,0.0,499.0,2
Columbia College,Columbia,SC,29203,34.045581,-81.029967,5,12.0,1,0.0,1159.0,2
Converse College,Spartanburg,SC,29302-0006,34.955534,-81.917881,5,13.0,1,0.0,893.0,2
Northeastern Technical College,Cheraw,SC,29520,34.698248,-79.939245,5,41.0,2,0.0,901.0,1
Citadel Military College of South Carolina,Charleston,SC,29409,32.797183,-79.958775,5,12.0,1,0.0,2882.0,1
University of South Carolina Beaufort,Bluffton,SC,29909,32.303308,-80.973595,5,31.0,1,0.0,2040.0,1
University of South Carolina-Salkehatchie,Allendale,SC,29810-0617,33.014312,-81.301838,5,41.0,2,0.0,613.0,1
Coastal Carolina University,Conway,SC,29526,33.794995,-79.011767,5,13.0,1,0.0,9474.0,1
Sherman College of Chiropractic,Spartanburg,SC,29316,35.014602,-81.985878,5,22.0,1,0.0,,2
Spartanburg Methodist College,Spartanburg,SC,29301-5899,34.955117,-81.970863,5,22.0,2,0.0,868.0,2
Sumter Beauty College,Sumter,SC,29150-2871,33.945259,-80.350824,5,13.0,3,0.0,19.0,3
Trident Technical College,Charleston,SC,29423-8067,32.928767,-80.031276,5,12.0,2,0.0,9670.0,1
Oglala Lakota College,Kyle,SD,57752-0490,43.366813,-102.240331,4,43.0,1,0.0,1189.0,1
John A Gupton College,Nashville,TN,37203-2954,36.156633,-86.7948,5,11.0,2,0.0,168.0,2
Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,37129,35.849141,-86.42068,5,12.0,3,0.0,238.0,3
Winthrop University,Rock Hill,SC,29733,34.941515,-81.031404,5,13.0,1,0.0,4545.0,1
South Dakota School of Mines and Technology,Rapid City,SD,57701-3995,44.075439,-103.205753,4,13.0,1,0.0,2177.0,1
Tennessee College of Applied Technology-Covington,Covington,TN,38019,35.545225,-89.659976,5,32.0,2,0.0,224.0,1
York Technical College,Rock Hill,SC,29730,34.934416,-80.995273,5,13.0,2,0.0,3693.0,1
Le Moyne-Owen College,Memphis,TN,38126-6595,35.118641,-90.034101,5,11.0,1,0.0,884.0,2
Black Hills Beauty College,Rapid City,SD,57701,44.079979,-103.228651,4,13.0,2,0.0,67.0,3
Dyersburg State Community College,Dyersburg,TN,38024-2411,36.047565,-89.390791,5,32.0,2,0.0,2020.0,1
Southern Adventist University,Collegedale,TN,37315-0370,35.048254,-85.052088,5,21.0,1,0.0,2418.0,2
Tennessee Wesleyan University,Athens,TN,37303,35.446331,-84.592728,5,32.0,1,0.0,943.0,2
Tennessee College of Applied Technology-Paris,Paris,TN,38242,36.296408,-88.296432,5,33.0,2,0.0,261.0,1
Austin Presbyterian Theological Seminary,Austin,TX,78705-5711,30.29201,-97.736958,6,11.0,1,0.0,,2
Alvin Community College,Alvin,TX,77511-4898,29.396244,-95.240671,6,21.0,2,0.0,3569.0,1
Roane State Community College,Harriman,TN,37748,35.880911,-84.620051,5,32.0,2,0.0,4356.0,1
Tennessee Technological University,Cookeville,TN,38505-0001,36.174754,-85.504039,5,33.0,1,0.0,8805.0,1
Galveston College,Galveston,TX,77550-7496,29.284735,-94.807686,6,31.0,2,0.0,1930.0,1
Dallas Christian College,Dallas,TX,75234-7299,32.913692,-96.887117,6,21.0,1,0.0,212.0,2
KD Conservatory College of Film and Dramatic Arts,Dallas,TX,75207,32.808265,-96.841975,6,11.0,2,0.0,111.0,3
Whitman College,Walla Walla,WA,99362,46.069815,-118.331546,8,13.0,1,0.0,1446.0,2
Monongalia County Technical Education Center,Morgantown,WV,26501-6841,39.611165,-79.957275,5,13.0,3,0.0,95.0,1
Lawrence University,Appleton,WI,54911,44.261323,-88.397822,3,13.0,1,0.0,1431.0,2
West Virginia Northern Community College,Wheeling,WV,26003-3699,40.063318,-80.721263,5,13.0,2,0.0,1046.0,1
Maranatha Baptist University,Watertown,WI,53094,43.195013,-88.737016,3,31.0,1,0.0,623.0,2
Appalachian Beauty School,Belfry,KY,41514,37.624479,-82.266793,5,41.0,3,0.0,22.0,3
Bethany College,Bethany,WV,26032,40.205819,-80.560056,5,41.0,1,0.0,555.0,2
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV,26301,39.279875,-80.339054,5,32.0,2,0.0,48.0,3
Fred W Eberle Technical Center,Buckhannon,WV,26201,39.001908,-80.225278,5,33.0,2,0.0,224.0,1
Blackhawk Technical College,Janesville,WI,53547-5009,42.593159,-89.016254,3,23.0,2,0.0,2222.0,1
Fairmont State University,Fairmont,WV,26554-2470,39.483079,-80.162433,5,32.0,1,0.0,3540.0,1
Huntington Junior College,Huntington,WV,25701,38.419732,-82.443234,5,13.0,2,0.0,313.0,3
Ralph R Willis Career and Technical Center,Stollings,WV,25646,37.82694,-81.94289,5,41.0,3,0.0,40.0,1
Edgewood College,Madison,WI,53711-1997,43.057059,-89.422884,3,11.0,1,0.0,1435.0,2
CEM College-San Juan,San Juan,PR,00926-1931,18.393955,-66.035797,9,11.0,1,0.0,408.0,3
University of Wyoming,Laramie,WY,82071,41.311773,-105.57931,7,33.0,1,0.0,9854.0,1
State College of Beauty Culture Inc,Wausau,WI,54403,44.936911,-89.618062,3,13.0,3,0.0,48.0,3
Universidad Adventista de las Antillas,Mayaguez,PR,00680-0000,18.205329,-67.112632,9,22.0,1,0.0,1125.0,2
Humacao Community College,Humacao,PR,00791,18.148274,-65.826857,9,21.0,1,0.0,467.0,2
Viterbo University,La Crosse,WI,54601-8804,43.803133,-91.244297,3,13.0,1,0.0,1709.0,2
Columbia Central University-Caguas,Caguas,PR,00726,18.22329,-66.022543,9,13.0,1,0.0,1050.0,3
Carlos Albizu University-San Juan,San Juan,PR,00902-3711,18.466573,-66.113908,9,11.0,1,0.0,380.0,2
Caribbean University-Bayamon,Bayamon,PR,00960-0493,18.383136,-66.168315,9,21.0,1,0.0,936.0,2
Inter American University of Puerto Rico-San German,San German,PR,00683,18.08353,-67.05082,9,13.0,1,0.0,3747.0,2
University of Wisconsin-Parkside,Kenosha,WI,53144,42.647718,-87.855231,3,22.0,1,0.0,3978.0,1
University of Wisconsin-Stout,Menomonie,WI,54751,44.873187,-91.926653,3,32.0,1,0.0,7445.0,1
University of Wisconsin-Madison,Madison,WI,53706-1380,43.075409,-89.404098,3,11.0,1,0.0,30360.0,1
University of Wisconsin-River Falls,River Falls,WI,54022-5001,44.8534,-92.622641,3,32.0,1,0.0,5570.0,1
Central Wyoming College,Riverton,WY,82501,43.030556,-108.426738,7,33.0,2,0.0,968.0,1
Northwest College,Powell,WY,82435-1898,44.760656,-108.761853,7,33.0,2,0.0,1032.0,1
Inter American University of Puerto Rico-Barranquitas,Barranquitas,PR,00794,18.182777,-66.303153,9,21.0,1,0.0,1513.0,2
University of Puerto Rico-Mayaguez,Mayaguez,PR,00681,18.211142,-67.139172,9,13.0,1,0.0,12060.0,1
University of Puerto Rico-Rio Piedras,San Juan,PR,00931-0000,18.402826,-66.050009,9,11.0,1,0.0,11503.0,1
Antioch University-Santa Barbara,Santa Barbara,CA,93101,34.419203,-119.6958,8,13.0,1,0.0,87.0,2
Dorsey School of Business-Roseville,Roseville,MI,48066,42.527764,-82.915541,3,21.0,3,0.0,440.0,3
Carrington College-San Leandro,San Leandro,CA,94578-1977,37.699627,-122.12567,8,13.0,2,0.0,251.0,3
Pima Medical Institute-Mesa,Mesa,AZ,85202,33.396878,-111.87417,6,11.0,2,0.0,708.0,3
The Salon Professional Academy-Nampa,Nampa,ID,83686-5104,43.567768,-116.563413,7,22.0,2,0.0,69.0,3
Capri Institute of Hair Design-Clifton,Clifton,NJ,07011,40.887432,-74.152668,2,21.0,3,0.0,155.0,3
Purdue University Global-Davenport,Davenport,IA,52807-2095,41.555024,-90.550682,4,12.0,1,0.0,23042.0,1
St Charles Community College,Cottleville,MO,63376-0975,38.759703,-90.641105,4,21.0,2,0.0,5745.0,1
Conservatory of Recording Arts and Sciences,Tempe,AZ,85282-1707,33.407853,-111.889544,6,12.0,3,0.0,568.0,3
Pioneer Technology Center,Ponca City,OK,74601,36.72772,-97.093516,6,33.0,3,0.0,147.0,1
University of the District of Columbia-David A Clarke School of Law,Washington,DC,20008,38.94621,-77.065221,2,11.0,1,0.0,,1
Eastern College of Health Vocations-New Orleans,New Orleans,LA,70123,29.944923,-90.180687,5,21.0,3,0.0,58.0,3
West Virginia Junior College-United Career Institute,Mount Braddock,PA,15465,39.950525,-79.652374,2,41.0,2,0.0,88.0,3
Caribbean University-Ponce,Ponce,PR,00716-7733,18.006633,-66.59425,9,12.0,1,0.0,529.0,2
University of Advancing Technology,Tempe,AZ,85283,33.377712,-111.976087,6,12.0,1,0.0,730.0,3
Purdue University Global-Des Moines,Urbandale,IA,50323-5702,41.645171,-93.778426,4,21.0,1,0.0,636.0,1
Las Positas College,Livermore,CA,94551-7650,37.710873,-121.80058,8,23.0,2,0.0,8048.0,1
International School of Skin Nailcare & Massage Therapy,Atlanta,GA,30342,33.908031,-84.379687,5,12.0,3,0.0,196.0,3
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,49441,43.191474,-86.267098,3,22.0,3,0.0,155.0,3
Vista College,El Paso,TX,79925-2021,31.786912,-106.411952,6,11.0,2,0.0,606.0,3
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,13088-0208,43.140652,-76.193341,2,21.0,3,0.0,102.0,3
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,52402,41.985552,-91.660609,4,12.0,2,0.0,22.0,2
Universal Technical Institute of Illinois Inc,Lisle,IL,60532-0000,41.80697,-88.104,3,21.0,2,0.0,954.0,3
Commonwealth Institute of Funeral Service,Houston,TX,77090-5918,29.989545,-95.430153,6,11.0,2,0.0,205.0,2
