,School,sat_scores.25th_percentile.critical_reading,sat_scores.midpoint.critical_reading,sat_scores.75th_percentile.critical_reading,sat_scores.25th_percentile.math,sat_scores.midpoint.math,sat_scores.75th_percentile.math
5476,Toni & Guy Hairdressing Academy-Albuquerque,,,,,,
5477,Beyond 21st Century Beauty Academy,,,,,,
5478,DuVall's School of Cosmetology,,,,,,
5479,Avenue Five Institute,,,,,,
5480,Empire Beauty School-S Memphis,,,,,,
5481,Empire Beauty School-Charlotte,,,,,,
5482,European Massage Therapy School-Las Vegas,,,,,,
5483,Northwest School of Wooden Boat Building,,,,,,
5484,Empire Beauty School-E Memphis,,,,,,
5485,Empire Beauty School-Winston-Salem,,,,,,
5486,Empire Beauty School-Springfield,,,,,,
5487,West Coast University-Orange County,,,,,,
5488,The Art Institute of Virginia Beach,,,,,,
5489,Touro University California,,,,,,
5490,Ross Medical Education Center-Davison,,,,,,
5491,Ross Medical Education Center-Granger,,,,,,
5492,ABC Beauty Academy,,,,,,
5493,South University-Richmond,,,,,,
5494,Summit Salon Academy,,,,,,
5495,Future-Tech Institute,,,,,,
5496,New Saint Andrews College,590.0,650.0,710.0,550.0,605.0,660.0
5497,Grantham University,,,,,,
5498,American College of Education,,,,,,
5499,Aveda Fredric's Institute-Indianapolis,,,,,,
5500,Paul Mitchell the School-Temecula,,,,,,
5501,Onondaga School of Therapeutic Massage-Syracuse,,,,,,
5502,My Le's Beauty College,,,,,,
5503,Florida School of Traditional Midwifery,,,,,,
5504,Four County Career Center,,,,,,
5505,L'esprit Academy,,,,,,
5506,American Academy of Cosmetology,,,,,,
5507,Summit Salon Academy-Perrysburg,,,,,,
5508,Avalon School of Cosmetology,,,,,,
5509,Somerset County Technology Center,,,,,,
5510,Summit Salon Academy,,,,,,
5511,Transformed Barber and Cosmetology Academy,,,,,,
5512,Academy for Careers and Technology,,,,,,
5513,Profile Institute of Barber-Styling,,,,,,
5514,Montana Academy of Salons,,,,,,
5515,Horizon University,,,,,,
5516,Strayer University-Texas,,,,,,
5517,Dorsey School of Business-Waterford Pontiac,,,,,,
5518,Bethel College,,,,,,
5519,Empire Beauty School-Paramus,,,,,,
5520,West Coast University-Ontario,,,,,,
5521,Paul Mitchell the School-Phoenix,,,,,,
5522,Strayer University-Georgia,,,,,,
5523,Paul Mitchell the School-Modesto,,,,,,
5524,Cosmo Beauty Academy,,,,,,
5525,Gurnick Academy of Medical Arts,,,,,,
5526,Sage School of Massage & Esthetics,,,,,,
5527,Pima Medical Institute-Houston,,,,,,
5528,Paul Mitchell the School-Colorado Springs,,,,,,
5529,Concorde Career Institute-Orlando,,,,,,
5530,Fred K Marchman Technical College,,,,,,
5531,Concorde Career College-San Antonio,,,,,,
5532,Fortis College-Columbia,,,,,,
5533,Nova Academy of Cosmetology,,,,,,
5534,Johnson & Wales University-Online,,,,,,
5535,Brittany Beauty Academy,,,,,,
5536,Milan Institute of Cosmetology-La Quinta,,,,,,
5537,Rasmussen College-Tampa/Brandon,,,,,,
5538,American School of Nursing and Medical Careers,,,,,,
5539,Cortiva Institute-New Jersey,,,,,,
5540,Keiser University-Ft Myers,,,,,,
5541,Strayer University-Alexandria Campus,,,,,,
5542,Strayer University-Loudoun Campus,,,,,,
5543,Strayer University-Henrico Campus,,,,,,
5544,Strayer University-White Marsh Campus,,,,,,
5545,Strayer University-Orlando East Campus,,,,,,
5546,Strayer University-Knoxville Campus,,,,,,
5547,Strayer University-South Raleigh Campus,,,,,,
5548,Strayer University-Palm Beach Gardens Campus,,,,,,
5549,Strayer University-Miramar Campus,,,,,,
5550,Rolf Institute of Structural Integration,,,,,,
5551,Platt College-Miller-Motte Technical-Augusta,,,,,,
5552,Stevens-Henager College,,,,,,
5553,The Salon Professional Academy-St Charles,,,,,,
5554,Hawaii Medical College,,,,,,
5555,Remington College-Heathrow Campus,,,,,,
5556,Omega Graduate School,,,,,,
5557,Jung Tao School of Classical Chinese Medicine,,,,,,
5558,Advanced Training Institute,,,,,,
5559,Bella Capelli Academy,,,,,,
5560,Pure Aesthetics Natural Skincare School,,,,,,
5561,Colorado Academy of Veterinary Technology,,,,,,
5562,Buckner Barber School,,,,,,
5563,Santa Ana Beauty Academy,,,,,,
5564,Simmons College of Kentucky,,,,,,
5565,American Medical Sciences Center,,,,,,
5566,Advanced College of Cosmetology,,,,,,
5567,The Salon Professional Academy-Rochester,,,,,,
5568,American Academy of Health and Beauty,,,,,,
5569,D A Dorsey Technical College,,,,,,
5570,United Beauty College,,,,,,
5571,American Trade School,,,,,,
5572,Galveston College - Charlie Thomas Family Applied Technology Center,,,,,,
5573,Champion Institute of Cosmetology,,,,,,
5574,Copiah-Lincoln Community College Simpson County Center,,,,,,
5575,American Institute of Beauty,,,,,,
5576,SUM Bible College and Theological Seminary,,,,,,
5577,National Polytechnic College,,,,,,
5578,WellSpring School of Allied Health-Kansas City,,,,,,
5579,The Salon Professional Academy-Fargo,,,,,,
5580,Blake Austin College,,,,,,
5581,Unitech Training Academy-Houma,,,,,,
5582,College of Business and Technology-Main Campus,,,,,,
5583,Rasmussen College-Illinois,,,,,,
5584,Universal Technical Institute of Northern California Inc,,,,,,
5585,Triangle Tech Inc-Bethlehem,,,,,,
5586,Stautzenberger College-Brecksville,,,,,,
5587,Ace Institute of Technology,,,,,,
5588,Dayton School of Medical Massage,,,,,,
5589,Northcoast Medical Training Academy,,,,,,
5590,Academy Di Capelli-School of Cosmetology,,,,,,
5591,SABER College,,,,,,
5592,American Public University System,,,,,,
5593,Southwest Technical College,,,,,,
5594,Make-up Designory,,,,,,
5595,University of the West,,,,,,
5596,Denmark College,,,,,,
5597,Paul Mitchell the School-Tampa,,,,,,
5598,The Institute of Beauty and Wellness,,,,,,
5599,Blue Cliff College-Fayetteville,,,,,,
5600,Alliant International University-Los Angeles,,,,,,
5601,Alliant International University-Sacramento,,,,,,
5602,Florida National University Training Center,,,,,,
5603,Atlanta's John Marshall Law School,,,,,,
5604,Ellsworth Community College,,,,,,
5605,Baton Rouge Community College,,,,,,
5606,Birthingway College of Midwifery,,,,,,
5607,Toni & Guy Hairdressing Academy-Colorado Springs,,,,,,
5608,Strayer University-Tennessee,,,,,,
5609,Williamson Christian College,,,,,,
5610,Platt College-Miller-Motte Technical-Chattanooga,,,,,,
5611,Gwinnett College-Sandy Springs,,,,,,
5612,Nevada State College,,,,,,
5613,NorthShore University HealthSystem School of Nurse Anesthesia,,,,,,
5614,Faith International University,,,,,,
5615,Hood Theological Seminary,,,,,,
5616,Colegio Educativo Tecnologico Industrial Inc,,,,,,
5617,Southwest Institute of Healing Arts,,,,,,
5618,Jay's Technical Institute,,,,,,
5619,Mr John's School of Cosmetology & Nails-Jacksonville,,,,,,
5620,University of Antelope Valley,,,,,,
5621,University of the Potomac-VA Campus,,,,,,
5622,P C Age-Jersey City,,,,,,
5623,Brighton Center's Center for Employment Training,,,,,,
5624,Interactive College of Technology,,,,,,
5625,Cortiva Institute-Groton,,,,,,
5626,PCI Academy-Plymouth,,,,,,
5627,DigiPen Institute of Technology,590.0,643.0,695.0,560.0,630.0,700.0
5628,Milan Institute-Sparks,,,,,,
5629,College of Biblical Studies-Houston,,,,,,
5630,Academy for Nursing and Health Occupations,,,,,,
5631,Yeshiva of the Telshe Alumni,,,,,,
5632,Harris School of Business-Sanford Campus,,,,,,
5633,Little Priest Tribal College,,,,,,
5634,Clinton Technical School,,,,,,
5635,Northwest Educational Center,,,,,,
5636,Greater Lowell Technical School,,,,,,
5637,The Spa School,,,,,,
5638,Shasta Bible College and Graduate School,,,,,,
5639,East Arkansas Community College,,,,,,
5640,Ozarka College,,,,,,
5641,Bakersfield College,,,,,,
5642,Avalon School of Cosmetology-Alameda,,,,,,
5643,Philander Smith College,,,,,,
5644,Phillips Community College of the University of Arkansas,,,,,,
5645,University of Arkansas Community College Rich Mountain,,,,,,
5646,Lincoln Technical Institute-New Britain,,,,,,
5647,Colorado Mesa University,470.0,500.0,530.0,470.0,495.0,520.0
5648,Naropa University,,,,,,
5649,Paier College of Art Inc,,,,,,
5650,Bais Binyomin Academy,,,,,,
5651,Pikes Peak Community College,,,,,,
5652,Housatonic Community College,,,,,,
5653,Howard University,590.0,620.0,650.0,550.0,593.0,635.0
5654,Strayer University-District of Columbia,,,,,,
5655,Trinity Washington University,,,,,,
5656,Southern Connecticut State University,470.0,525.0,580.0,450.0,500.0,550.0
5657,Stone Academy-West Haven,,,,,,
5658,Trinity College,630.0,670.0,710.0,670.0,710.0,750.0
5659,Edward Waters College,440.0,485.0,530.0,390.0,450.0,510.0
5660,Dawn Career Institute LLC,,,,,,
5661,Georgetown University,680.0,715.0,750.0,690.0,735.0,780.0
5662,Hobe Sound Bible College,,,,,,
5663,Concorde Career Institute-Tampa,,,,,,
5664,Trinity International University-Florida,,,,,,
5665,University of Miami,620.0,655.0,690.0,630.0,685.0,740.0
5666,The College of the Florida Keys,,,,,,
5667,Polk State College,,,,,,
5668,Florida Gateway College,,,,,,
5669,Lively Technical College,,,,,,
5670,Agnes Scott College,,,,,,
5671,Brenau University,470.0,525.0,580.0,440.0,495.0,550.0
5672,Big Bend Technical College,,,,,,
5673,College of Coastal Georgia,470.0,520.0,570.0,440.0,485.0,530.0
5674,Suncoast Technical College,,,,,,
5675,Albany State University,380.0,420.0,460.0,370.0,405.0,440.0
5676,Seminole State College of Florida,,,,,,
5677,The Art Institute of Atlanta,,,,,,
5678,Columbus State University,450.0,505.0,560.0,420.0,480.0,540.0
5679,Atlanta Technical College,,,,,,
5680,Webber International University,443.0,487.0,530.0,433.0,482.0,530.0
5681,Dalton State College,,,,,,
5682,St. Thomas University,490.0,535.0,580.0,460.0,510.0,560.0
5683,William T McFatter Technical College,,,,,,
5684,Emmanuel College,480.0,530.0,580.0,450.0,510.0,570.0
5685,Tallahassee Community College,,,,,,
5686,Georgia Highlands College,,,,,,
5687,Fort Valley State University,433.0,507.0,580.0,400.0,445.0,490.0
5688,Grady Health System Professional Schools,,,,,,
5689,Herzing University-Atlanta,,,,,,
5690,Savannah State University,700.0,730.0,760.0,520.0,570.0,620.0
5691,Honolulu Community College,,,,,,
5692,Morehouse College,510.0,560.0,610.0,500.0,550.0,600.0
5693,Lanier Technical College,,,,,,
5694,Idaho State University,,,,,,
5695,Chaminade University of Honolulu,490.0,530.0,570.0,480.0,520.0,560.0
5696,DePaul University,,,,,,
5697,Bethany Theological Seminary,,,,,,
5698,Black Hawk College,,,,,,
5699,University of Chicago,720.0,745.0,770.0,750.0,775.0,800.0
5700,East-West University,,,,,,
5701,North Idaho College,,,,,,
5702,City Colleges of Chicago-Malcolm X College,,,,,,
5703,College of Southern Idaho,,,,,,
5704,Cannella School of Hair Design-Villa Park,,,,,,
5705,Fox College,,,,,,
5706,Empire Beauty School-Hanover Park,,,,,,
5707,Carl Sandburg College,,,,,,
5708,Judson University,470.0,530.0,590.0,480.0,535.0,590.0
5709,MacCormac College,,,,,,
5710,Northeastern Illinois University,,,,380.0,435.0,490.0
5711,University of Illinois at Chicago,510.0,560.0,610.0,510.0,560.0,610.0
5712,Oakton Community College,,,,,,
5713,McKendree University,479.0,555.0,631.0,481.0,560.0,639.0
5714,Oehrlein School of Cosmetology,,,,,,
5715,Methodist College,,,,,,
5716,Mr John's School of Cosmetology Esthetics & Nails-Decatur,,,,,,
5717,Lincoln College,360.0,385.0,410.0,340.0,370.0,400.0
5718,North Park University,480.0,534.0,587.0,470.0,525.0,580.0
5719,Joliet Junior College,,,,,,
5720,Dominican University,480.0,525.0,570.0,470.0,515.0,560.0
5721,PJ's College of Cosmetology-Clarksville,,,,,,
5722,Tricoci University of Beauty Culture-Highland,,,,,,
5723,Saint Augustine College,,,,,,
5724,VanderCook College of Music,590.0,630.0,670.0,540.0,570.0,600.0
5725,Resurrection University,,,,,,
5726,Hanover College,520.0,580.0,640.0,520.0,570.0,620.0
5727,Anderson University,500.0,545.0,590.0,500.0,535.0,570.0
5728,Ball State University,,,,,,
5729,Butler University,590.0,625.0,660.0,580.0,625.0,670.0
5730,Rogers Academy of Hair Design,,,,,,
5731,University of Indianapolis,500.0,550.0,600.0,490.0,535.0,580.0
5732,University of Saint Francis-Fort Wayne,480.0,535.0,590.0,475.0,518.0,560.0
5733,Indiana University-Northwest,460.0,510.0,560.0,450.0,495.0,540.0
5734,Mercer County Technical Education Center,,,,,,
5735,First Coast Technical College,,,,,,
5736,Santa Fe College,,,,,,
5737,Trinity Baptist College,420.0,433.0,445.0,485.0,498.0,510.0
5738,Covenant College,580.0,635.0,690.0,540.0,600.0,660.0
5739,Rasmussen College-Florida,,,,,,
5740,Pro Way Hair School,,,,,,
5741,Stetson University,,,,,,
5742,South University-Savannah,,,,,,
5743,Augusta Technical College,,,,,,
5744,Riveroak Technical College,,,,,,
5745,South Georgia Technical College,,,,,,
5746,Georgia State University,540.0,585.0,630.0,520.0,570.0,620.0
5747,University of Georgia,630.0,665.0,700.0,610.0,660.0,710.0
5748,University of Hawaii Maui College,,,,,,
5749,Paine College,410.0,450.0,490.0,370.0,430.0,490.0
5750,Gwinnett College-Lilburn,,,,,,
5751,Midwestern University-Downers Grove,,,,,,
5752,Mr Leon's School of Hair Design-Moscow,,,,,,
5753,Blessing Hospital School of Radiologic Technology,,,,,,
5754,Elevate Salon Institute-Chubbuck,,,,,,
5755,Paul Mitchell the School-Bradley,,,,,,
5756,City Colleges of Chicago-Richard J Daley College,,,,,,
5757,First Institute of Travel Inc.,,,,,,
5758,City Colleges of Chicago-Harold Washington College,,,,,,
5759,Gem City College,,,,,,
5760,Governors State University,440.0,488.0,535.0,420.0,465.0,510.0
5761,G Skin & Beauty Institute,,,,,,
5762,Catholic Theological Union at Chicago,,,,,,
5763,Hair Professionals School of Cosmetology,,,,,,
5764,Tricoci University of Beauty Culture-Danville,,,,,,
5765,Northern Illinois University,490.0,545.0,600.0,480.0,535.0,590.0
5766,Kaskaskia College,,,,,,
5767,Benedictine University,490.0,544.0,598.0,490.0,540.0,590.0
5768,Parkland College,,,,,,
5769,Illinois Wesleyan University,570.0,615.0,660.0,550.0,608.0,665.0
5770,Lake Forest Graduate School of Management,,,,,,
5771,Principia College,520.0,590.0,660.0,508.0,574.0,640.0
5772,Lake Land College,,,,,,
5773,Morrison Institute of Technology,,,,,,
5774,Lakeview College of Nursing,,,,,,
5775,Lewis and Clark Community College,,,,,,
5776,Illinois State University,510.0,555.0,600.0,500.0,545.0,590.0
5777,North Central College,433.0,517.0,600.0,420.0,510.0,600.0
5778,Indiana Institute of Technology,470.0,529.0,588.0,283.0,432.0,580.0
5779,Capri College-Cedar Rapids,,,,,,
5780,University of Southern Indiana,490.0,540.0,590.0,490.0,540.0,590.0
5781,Saint Mary's College,540.0,595.0,650.0,510.0,560.0,610.0
5782,Martin University,,,,,,
5783,Clarke University,460.0,504.0,548.0,470.0,509.0,548.0
5784,Indiana University-Kokomo,480.0,525.0,570.0,470.0,515.0,560.0
5785,Taylor University,540.0,600.0,660.0,540.0,590.0,640.0
5786,University of Notre Dame,690.0,725.0,760.0,710.0,750.0,790.0
5787,Oakland City University,450.0,505.0,560.0,462.0,506.0,550.0
5788,PJ's College of Cosmetology-Richmond,,,,,,
5789,Dordt University,530.0,610.0,690.0,530.0,600.0,670.0
5790,Wabash College,550.0,600.0,650.0,550.0,615.0,680.0
5791,Drake University,580.0,630.0,680.0,560.0,620.0,680.0
5792,Faith Baptist Bible College and Theological Seminary,480.0,560.0,640.0,470.0,545.0,620.0
5793,Faust Institute of Cosmetology-Storm Lake,,,,,,
5794,Graceland University-Lamoni,470.0,510.0,550.0,480.0,520.0,560.0
5795,Purdue University Global-Mason City,,,,,,
5796,Indiana University-Southeast,480.0,535.0,590.0,470.0,515.0,560.0
5797,Butler Community College,,,,,,
5798,E Q School of Hair Design,,,,,,
5799,Upper Iowa University,465.0,518.0,570.0,470.0,535.0,600.0
5800,Mount Mercy University,,,,,,
5801,Iowa Lakes Community College,,,,,,
5802,Wartburg Theological Seminary,,,,,,
5803,Iowa State University,548.0,615.0,682.0,544.0,598.0,652.0
5804,Des Moines University-Osteopathic Medical Center,,,,,,
5805,Simpson College,530.0,585.0,640.0,520.0,565.0,610.0
5806,Hopkinsville Community College,,,,,,
5807,Brescia University,490.0,550.0,610.0,510.0,560.0,610.0
5808,Salina Area Technical College,,,,,,
5809,Kentucky Mountain Bible College,490.0,520.0,550.0,410.0,435.0,460.0
5810,Paul Mitchell the School-Lexington,,,,,,
5811,Tabor College,470.0,510.0,550.0,450.0,510.0,570.0
5812,Eastern Kentucky University,510.0,555.0,600.0,510.0,550.0,590.0
5813,Labette Community College,,,,,,
5814,Lindsey Wilson College,,,,,,
5815,Manhattan Christian College,460.0,550.0,640.0,390.0,515.0,640.0
5816,Alice Lloyd College,440.0,515.0,590.0,430.0,435.0,440.0
5817,Asbury University,,,,,,
5818,Neosho County Community College,,,,,,
5819,North Central Kansas Technical College,,,,,,
5820,Ayers Career College,,,,,,
5821,Grambling State University,420.0,469.0,518.0,410.0,455.0,500.0
5822,Baton Rouge School of Computers,,,,,,
5823,Southeast Kentucky Community and Technical College,,,,,,
5824,Morehead State University,,,,,,
5825,Academy of Salon and Spa,,,,,,
5826,Paul Mitchell the School-Arkansas,,,,,,
5827,University of California-San Diego,620.0,660.0,700.0,640.0,705.0,770.0
5828,California State University-Bakersfield,,,,,,
5829,Columbia College Hollywood,,,,,,
5830,Cerro Coso Community College,,,,,,
5831,Compton College,,,,,,
5832,California State University-San Bernardino,460.0,500.0,540.0,450.0,495.0,540.0
5833,Chaffey College,,,,,,
5834,California State Polytechnic University-Pomona,510.0,565.0,620.0,510.0,575.0,640.0
5835,Contra Costa College,,,,,,
5836,Charles R Drew University of Medicine and Science,450.0,510.0,570.0,400.0,450.0,500.0
5837,Cuesta College,,,,,,
5838,Cypress College,,,,,,
5839,Career Academy of Beauty,,,,,,
5840,Fielding Graduate University,,,,,,
5841,Mount Saint Mary's University,480.0,530.0,580.0,450.0,500.0,550.0
5842,Menlo College,456.0,513.0,570.0,460.0,520.0,580.0
5843,Musicians Institute,,,,,,
5844,Lyle's College of  Beauty,,,,,,
5845,MTI Business College Inc,,,,,,
5846,Life Chiropractic College West,,,,,,
5847,National Holistic Institute,,,,,,
5848,Mission College,,,,,,
5849,Sacramento City College,,,,,,
5850,Pepperdine University,610.0,650.0,690.0,610.0,670.0,730.0
5851,Samuel Merritt University,,,,,,
5852,Otis College of Art and Design,540.0,590.0,640.0,510.0,570.0,630.0
5853,San Diego State University,560.0,605.0,650.0,550.0,605.0,660.0
5854,Santa Rosa Junior College,,,,,,
5855,University of San Diego,600.0,635.0,670.0,590.0,640.0,690.0
5856,San Francisco Conservatory of Music,,,,,,
5857,Salon Success Academy-Upland,,,,,,
5858,San Francisco Theological Seminary,,,,,,
5859,Palo Verde College,,,,,,
5860,San Joaquin College of Law,,,,,,
5861,West Valley College,,,,,,
5862,Charles A Jones Career and Education Center,,,,,,
5863,Whittier College,520.0,567.0,613.0,510.0,555.0,600.0
5864,Colorado Christian University,,,,,,
5865,Solano Community College,,,,,,
5866,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,,,,,,
5867,Yuba College,,,,,,
5868,South Baylo University,,,,,,
5869,Concorde Career College-Garden Grove,,,,,,
5870,Southwestern College,,,,,,
5871,Arapahoe Community College,,,,,,
5872,Starr King School for the Ministry,,,,,,
5873,Bel-Rea Institute of Animal Technology,,,,,,
5874,Marshall B Ketchum University,,,,,,
5875,Southwestern Law School,,,,,,
5876,Taft College,,,,,,
5877,Claremont School of Theology,,,,,,
5878,Community College of Aurora,,,,,,
5879,Denver Seminary,,,,,,
5880,University of Denver,590.0,640.0,690.0,580.0,630.0,680.0
5881,Red Rocks Community College,,,,,,
5882,Naugatuck Valley Community College,,,,,,
5883,Front Range Community College,,,,,,
5884,Cortiva Institute-Cromwell,,,,,,
5885,Iliff School of Theology,,,,,,
5886,Intellitec College-Colorado Springs,,,,,,
5887,Quinnipiac University,550.0,590.0,630.0,540.0,585.0,630.0
5888,National Conservatory of Dramatic Arts,,,,,,
5889,Charlotte Technical College,,,,,,
5890,Embry-Riddle Aeronautical University-Daytona Beach,,,,,,
5891,Broward College,,,,,,
5892,Northwest Florida State College,,,,,,
5893,Hollywood Institute of Beauty Careers,,,,,,
5894,Orange Technical College-Orlando Campus,,,,,,
5895,Palm Beach Atlantic University,510.0,570.0,630.0,490.0,540.0,590.0
5896,Pasco-Hernando State College,,,,,,
5897,Pensacola State College,,,,,,
5898,Florida Memorial University,,,,,,
5899,Radford M Locklin Technical College,,,,,,
5900,Florida Southern College,580.0,620.0,660.0,550.0,595.0,640.0
5901,Paul Mitchell the School-Jacksonville,,,,,,
5902,Lake Technical College,,,,,,
5903,Robert Morgan Educational Center and Technical College,,,,,,
5904,University of Florida,640.0,675.0,710.0,640.0,685.0,730.0
5905,Gulf Coast State College,,,,,,
5906,Rollins College,,,,,,
5907,Beulah Heights University,,,,,,
5908,Kapiolani Community College,,,,,,
5909,Spelman College,560.0,595.0,630.0,520.0,555.0,590.0
5910,Oglethorpe University,570.0,615.0,660.0,540.0,585.0,630.0
5911,Southern Crescent Technical College,,,,,,
5912,Windward Community College,,,,,,
5913,Boise Bible College,500.0,565.0,630.0,480.0,510.0,540.0
5914,Interdenominational Theological Center,,,,,,
5915,College of Eastern Idaho,,,,,,
5916,Rend Lake College,,,,,,
5917,National Louis University,,,,,,
5918,National University of Health Sciences,,,,,,
5919,Institute for Clinical Social Work,,,,,,
5920,Rock Valley College,,,,,,
5921,Madison Media Institute-Rockford Career College,,,,,,
5922,Lincoln College of Technology-Melrose Park,,,,,,
5923,Loyola University Chicago,570.0,615.0,660.0,550.0,600.0,650.0
5924,Taylor Business Institute,,,,,,
5925,St. John's College-Department of Nursing,,,,,,
5926,Telshe Yeshiva-Chicago,,,,,,
5927,DePauw University,560.0,610.0,660.0,560.0,620.0,680.0
5928,University of Spa & Cosmetology Arts,,,,,,
5929,Marian University,510.0,555.0,600.0,510.0,555.0,600.0
5930,Valparaiso University,540.0,585.0,630.0,530.0,585.0,640.0
5931,North Iowa Area Community College,,,,,,
5932,William Penn University,,,,,,
5933,Northeast Iowa Community College,,,,,,
5934,Northwest Iowa Community College,,,,,,
5935,Iowa Western Community College,,,,,,
5936,Barclay College,,,,,,
5937,Friends University,470.0,520.0,570.0,450.0,485.0,520.0
5938,La James International College-Cedar Falls,,,,,,
5939,La James College of Hairstyling and Cosmetology,,,,,,
5940,Haskell Indian Nations University,465.0,495.0,525.0,453.0,474.0,495.0
5941,Hays Academy of Hair Design,,,,,,
5942,Southwestern Community College,,,,,,
5943,Highland Community College,,,,,,
5944,Bethel College-North Newton,468.0,516.0,563.0,453.0,519.0,585.0
5945,Bellarmine University,540.0,590.0,640.0,520.0,575.0,630.0
5946,Ottawa University-Kansas City,,,,,,
5947,PJ's College of Cosmetology-Bowling Green,,,,,,
5948,Louisiana State University Health Sciences Center-New Orleans,,,,,,
5949,West Kentucky Community and Technical College,,,,,,
5950,Aveda Arts & Sciences Institute-Baton Rouge,,,,,,
5951,Big Sandy Community and Technical College,,,,,,
5952,Empire Beauty School-Elizabethtown,,,,,,
5953,Empire Beauty School-Dixie,,,,,,
5954,Pineville Beauty School,,,,,,
5955,Loyola University New Orleans,550.0,595.0,640.0,510.0,555.0,600.0
5956,University of New Orleans,540.0,590.0,640.0,510.0,565.0,620.0
5957,College of the Atlantic,,,,,,
5958,University of Louisiana at Monroe,,,,,,
5959,Northwest Louisiana Technical College,,,,,,
5960,Empire Beauty School-Maine,,,,,,
5961,Maine College of Art,,,,,,
5962,Southern University at New Orleans,,,,,,
5963,Colby College,670.0,705.0,740.0,680.0,725.0,770.0
5964,Towson University,540.0,575.0,610.0,520.0,555.0,590.0
5965,Kettering University,590.0,630.0,670.0,600.0,650.0,700.0
5966,University of Michigan-Flint,500.0,555.0,610.0,480.0,535.0,590.0
5967,Mesabi Range College,,,,,,
5968,Metropolitan State University,,,,,,
5969,University of Minnesota-Twin Cities,620.0,665.0,710.0,650.0,710.0,770.0
5970,Riverland Community College,,,,,,
5971,Finlandia University,450.0,495.0,540.0,440.0,490.0,540.0
5972,Minneapolis Community and Technical College,,,,,,
5973,Inver Hills Community College,,,,,,
5974,Bethel University,523.0,596.0,668.0,510.0,564.0,618.0
5975,Luther Seminary,,,,,,
5976,Central Lakes College-Brainerd,,,,,,
5977,Concordia College at Moorhead,530.0,600.0,670.0,550.0,624.0,698.0
5978,Dakota County Technical College,,,,,,
5979,Western Michigan University,500.0,550.0,600.0,490.0,540.0,590.0
5980,Cosmetology Careers Unlimited College of Hair Skin and Nails,,,,,,
5981,Northland Community and Technical College,,,,,,
5982,Holmes Community College,,,,,,
5983,Itawamba Community College,,,,,,
5984,Pine Technical & Community College,,,,,,
5985,Summit Academy Opportunities Industrialization Center,,,,,,
5986,United Theological Seminary of the Twin Cities,,,,,,
5987,Delta State University,470.0,530.0,590.0,480.0,540.0,600.0
5988,East Central Community College,,,,,,
5989,Ridgewater College,,,,,,
5990,Minnesota State College Southeast,,,,,,
5991,Hinds Community College,,,,,,
5992,Southeastern Baptist College,,,,,,
5993,Evangel University,,,,,,
5994,Central Christian College of the Bible,,,,,,
5995,Four Rivers Career Center,,,,,,
5996,Magnolia College of Cosmetology,,,,,,
5997,Maryville University of Saint Louis,510.0,570.0,630.0,510.0,560.0,610.0
5998,Grand River Technical School,,,,,,
5999,Metro Business College-Cape Girardeau,,,,,,
6000,William Carey University,460.0,515.0,570.0,470.0,525.0,580.0
6001,Garrett College,,,,,,
6002,Stevenson University,520.0,565.0,610.0,510.0,550.0,590.0
6003,Harford Community College,,,,,,
6004,Washington College,,,,,,
6005,Hood College,,,,,,
6006,Howard Community College,,,,,,
6007,Aveda Institute-Maryland,,,,,,
6008,Coppin State University,450.0,485.0,520.0,430.0,470.0,510.0
6009,Signature Healthcare Brockton Hospital School of Nursing,,,,,,
6010,Fitchburg State University,500.0,540.0,580.0,500.0,535.0,570.0
6011,Longy School of Music of Bard College,,,,,,
6012,University of Massachusetts-Lowell,570.0,610.0,650.0,580.0,625.0,670.0
6013,Becker College,490.0,545.0,600.0,490.0,535.0,580.0
6014,Andrews University,540.0,600.0,660.0,500.0,570.0,640.0
6015,Mount Holyoke College,640.0,680.0,720.0,650.0,715.0,780.0
6016,Rob Roy Academy-New Bedford,,,,,,
6017,Salem State University,490.0,535.0,580.0,490.0,525.0,560.0
6018,Michigan School of Psychology,,,,,,
6019,Nichols College,,,,,,
6020,Simmons University,580.0,620.0,660.0,550.0,595.0,640.0
6021,Worcester State University,,,,,,
6022,Concordia University-Ann Arbor,,,,,,
6023,Springfield College,520.0,570.0,620.0,530.0,575.0,620.0
6024,Davenport University,,,,,,
6025,David Pressley School of Cosmetology,,,,,,
6026,Northwestern Michigan College,,,,,,
6027,Detroit Business Institute-Downriver,,,,,,
6028,Henry Ford College,,,,,,
6029,Hillsdale College,655.0,698.0,740.0,620.0,673.0,725.0
6030,University of Detroit Mercy,530.0,575.0,620.0,520.0,575.0,630.0
6031,University of Michigan-Ann Arbor,660.0,695.0,730.0,670.0,725.0,780.0
6032,Creative Hair School of Cosmetology,,,,,,
6033,Michigan State University,560.0,605.0,650.0,550.0,605.0,660.0
6034,Sacred Heart Major Seminary,,,,,,
6035,Grace Christian University,,,,,,
6036,Schoolcraft College,,,,,,
6037,Northern Michigan University,490.0,545.0,600.0,480.0,530.0,580.0
6038,Lake Michigan College,,,,,,
6039,Lake Superior State University,490.0,540.0,590.0,480.0,525.0,570.0
6040,M J Murphy Beauty College of Mount Pleasant,,,,,,
6041,Academy College,,,,,,
6042,Minnesota State Community and Technical College,,,,,,
6043,Anoka-Ramsey Community College,,,,,,
